date,open,close,low,high,volume
2010-01-10,133.36999840000001,132.872,130.8859986,134.56399860000002,8898260.0
2010-01-17,129.5659988,128.2519988,126.994002,130.4720032,10750060.0
2010-01-24,126.57499874999999,125.36000075,123.7925015,128.25499725,9876700.0
2010-01-31,123.5779998,122.7960008,120.58400120000002,125.5280014,18622520.0
2010-02-07,118.72200000000001,117.88400099999998,114.9239992,120.28600179999998,19413760.0
2010-02-14,118.3559982,118.39400040000001,116.71199959999998,119.81199940000002,8352680.0
2010-02-21,117.7199995,117.359999,116.13750075,118.80749875000001,8698300.0
2010-02-28,117.8779998,118.314,116.53800040000002,119.15799999999999,7304080.0
2010-03-07,124.8440018,126.6800004,123.8800004,127.45000139999999,9222680.0
2010-03-14,130.3299988,130.9680024,129.139998,132.1299988,6138800.0
2010-03-21,132.0160034,131.473999,130.0900024,132.7080016,5749360.0
2010-03-28,130.7539976,131.5119966,129.1419982,133.0400024,7413640.0
2010-04-04,135.72750075,134.81999975,133.837498,137.03250125,6051500.0
2010-04-11,135.0940034,136.5880006,133.9200014,137.68000179999999,7682480.0
2010-04-18,142.2,142.726001,140.68999639999998,144.7299988,6871500.0
2010-04-25,144.7480012,145.3559968,142.6100036,147.4979978,10369820.0
2010-05-02,142.5659972,141.4620026,139.8799988,144.1539978,7924060.0
2010-05-09,131.7579986,130.388002,127.28000180000001,134.0739992,9979420.0
2010-05-16,131.07599820000002,131.123999,129.03399819999998,133.4820038,5994540.0
2010-05-23,124.88600139999998,124.44199979999999,122.28200080000002,127.8199996,6784740.0
2010-05-30,123.44200140000001,124.46999980000001,121.21200100000001,125.98599979999999,5423280.0
2010-06-06,125.3925,125.269997,122.92499925,127.58749775,4799700.0
2010-06-13,121.9079986,121.0,118.864,123.4220002,7137280.0
2010-06-20,125.209999,125.85800019999999,124.2240006,127.1760008,3948660.0
2010-06-27,122.06000079999998,121.128,119.48600160000001,123.70800139999999,6106160.0
2010-07-04,112.7020004,111.15400079999999,109.29599920000001,114.43600140000001,8245220.0
2010-07-11,113.0149995,114.24250025,111.8825,115.26000025,5250100.0
2010-07-18,120.587999,121.4020006,119.2720016,122.54599900000001,5881460.0
2010-07-25,116.85,119.28200059999999,115.1180008,120.5699998,14850420.0
2010-08-01,117.4419998,117.48199919999999,115.2759996,118.5819992,7531900.0
2010-08-08,123.13999960000001,125.2440018,122.39400040000001,125.623999,6003160.0
2010-08-15,126.86600200000001,127.1940002,125.6479994,128.5059982,4935780.0
2010-08-22,127.323999,127.98199939999999,126.1859988,129.2439988,5344700.0
2010-08-29,125.94600080000001,125.895999,124.1160004,127.2520002,4870000.0
2010-09-05,128.859999,131.0220016,128.20800160000002,132.0320024,5355700.0
2010-09-12,139.1574975,139.79500174999998,138.159996,140.567501,4928275.0
2010-09-19,145.55,146.5440032,144.56199980000002,147.0539978,5477400.0
2010-09-26,151.1859956,153.48800060000002,150.4880034,154.9539978,7652000.0
2010-10-03,159.2359986,157.7660004,155.66400140000002,160.44599920000002,7703480.0
2010-10-10,156.6639986,156.69599899999997,154.11399839999999,158.30599999999998,5713540.0
2010-10-17,155.5339996,156.96999820000002,153.71399839999998,158.4399994,5911920.0
2010-10-24,161.91599739999998,163.0,159.7900022,164.8320006,9889520.0
2010-10-31,168.43200380000002,167.7059968,166.4440002,169.946002,5325040.0
2010-11-07,166.56199959999998,167.0720002,164.8319976,168.6619996,5644020.0
2010-11-14,171.043997,170.3279998,168.3440004,172.6039978,5595440.0
2010-11-21,161.28600139999998,160.80400079999998,159.29200120000002,163.4200042,6287000.0
2010-11-28,170.65000175,173.25999825,169.3274995,173.920002,6730475.0
2010-12-05,177.6920014,176.7299988,175.28800040000002,178.5419982,6534480.0
2010-12-12,177.2320036,176.31600020000002,174.70600280000002,178.4239992,4515840.0
2010-12-19,175.6640016,175.87600079999999,174.493997,177.95,4465420.0
2010-12-26,183.12250125,183.847496,181.65999975,185.01499575,4945650.0
2011-01-02,182.3360016,181.86999799999998,180.8339998,183.422003,2551520.0
2011-01-09,185.2,185.6,183.6100036,187.401999,4436680.0
2011-01-16,184.9839996,185.475998,183.4899996,186.4119994,3179800.0
2011-01-23,186.96249775,184.375,183.07500075000002,188.175003,5073675.0
2011-01-30,175.97799700000002,176.9059996,173.453998,178.3680022,9703220.0
2011-02-06,171.9200012,172.9839998,170.69799819999997,174.320001,4875640.0
2011-02-13,181.1819978,184.0500002,180.51799920000002,184.774002,6236320.0
2011-02-20,188.21199940000002,188.0659974,186.67800300000002,189.89599900000002,4036900.0
2011-02-27,179.93499775,178.02249899999998,176.3425025,181.59249875,4991750.0
2011-03-06,172.5720002,171.84199800000002,170.1459992,174.07200319999998,5375700.0
2011-03-13,168.1100004,167.846002,165.1600004,169.8440002,5573820.0
2011-03-20,163.9580016,163.8600006,161.9139984,166.5880004,5615740.0
2011-03-27,165.9180022,166.9040038,164.4900024,168.39599900000002,4592960.0
2011-04-03,176.2399996,176.7300018,174.8140014,178.66400140000002,5131060.0
2011-04-10,183.4359986,184.1220002,181.6299988,185.92600099999999,4695340.0
2011-04-17,182.228,181.7279968,179.89000240000001,183.5640014,4141700.0
2011-04-24,180.72750100000002,181.72999925,179.1525,182.3375015,3669525.0
2011-05-01,189.09200140000002,191.0460022,186.6620024,192.7899992,10440400.0
2011-05-08,198.7160034,198.8640014,196.1839966,201.6859986,6132400.0
2011-05-15,202.66399819999998,203.550003,200.71399860000002,205.145999,5088800.0
2011-05-22,196.55400079999998,196.3719972,194.2339996,198.9819978,5699540.0
2011-05-29,194.42600099999999,194.17600099999999,192.1080016,196.24199819999998,3652360.0
2011-06-05,193.87749875,192.76499925,191.31499875,195.8375015,3718400.0
2011-06-12,188.0339996,187.5,185.802002,190.5640016,4049360.0
2011-06-19,187.2179992,186.449997,184.6920012,189.373999,5300240.0
2011-06-26,190.3200044,192.0580018,188.7320036,193.6860016,3673620.0
2011-07-03,201.0839996,204.35200179999998,199.954001,205.4360016,4598340.0
2011-07-10,212.56749725,215.600002,212.01999675000002,216.24250025,3261400.0
2011-07-17,214.54800100000003,212.1059998,210.58599840000002,216.0839998,4044880.0
2011-07-24,215.39000240000001,214.9740022,211.7300018,217.40599659999998,3769040.0
2011-07-31,219.8860012,219.32199999999997,216.5419984,222.1160004,7336920.0
2011-08-07,213.93800040000002,209.43200080000003,206.1579986,216.0059998,7435320.0
2011-08-14,198.229996,198.7160004,192.5360048,202.65799859999998,8539720.0
2011-08-21,194.6459992,191.601996,188.8160032,197.522,5900460.0
